"bin","age","income"
"70-79",70,64078.7853090186
"10-19",19,40565.6779477363
"40-49",43,75103.1364608221
"30-39",38,96816.2689387478
"70-79",74,44796.7642278803
"30-39",34,97531.4019323002
"50-59",50,91895.3489035003
"50-59",58,44437.2101300751
"70-79",79,46303.1544117894
"40-49",44,102997.910876604
"30-39",32,104817.901080111
"30-39",38,65128.7294068526
"60-69",66,73760.652328474
"30-39",39,91489.7167046042
"20-29",22,22870.5082065608
"70-79",72,57758.1606363888
"40-49",41,74979.5333476369
"50-59",59,30071.8163174573
"20-29",24,4746.72123274839
"20-29",24,41981.6365805365
"30-39",31,79578.979436393
"30-39",37,90004.1601237026
"50-59",57,76663.3324819209
"20-29",25,60442.323020745
"30-39",34,99806.3474482656
"20-29",21,29309.4395468503
"30-39",31,117304.496133935
"50-59",54,99668.183892969
"30-39",32,89415.535819055
"70-79",71,19836.0426886383
"30-39",31,106023.912230375
"80-",87,7909.92650440088
"20-29",24,34677.3695093142
"30-39",31,85834.8291782755
"30-39",37,84166.4537860504
"20-29",24,28065.1615191084
"30-39",39,84119.7780705704
"30-39",37,47688.324215668
"20-29",27,46730.1985577311
"20-29",21,34106.3184284099
"30-39",37,71339.0550219859
"30-39",33,63207.3414980393
"60-69",65,18118.6724356101
"20-29",29,67490.6898071233
"40-49",43,78482.8470589824
"20-29",28,54191.7093798703
"40-49",48,57900.1422942342
"80-",85,39036.8411253202
"60-69",66,62139.8226472847
"40-49",42,83837.9533649028
"60-69",61,57926.9115614117
"40-49",43,60131.7199174929
"40-49",43,86221.4964929601
"20-29",22,27683.0634542734
"50-59",58,51867.0107885025
"30-39",39,110499.837680363
"50-59",52,82980.4636288339
"50-59",57,28927.1294033307
"30-39",31,97313.4759291662
"40-49",40,72177.2126500618
"20-29",22,35092.3570155142
"20-29",21,14892.4752664856
"20-29",25,28445.4275247054
"30-39",31,114704.197120125
"20-29",24,37092.3051247193
"60-69",61,45703.2197773071
"40-49",42,108642.558762025
"50-59",50,58120.850326645
"50-59",52,71928.0912785242
"20-29",26,82611.1889705288
"50-59",56,64325.7445375032
"40-49",46,42823.3646711837
"10-19",18,36843.7630853634
"80-",84,38286.6909826161
"30-39",32,97834.410441077
"20-29",29,54122.8067911298
"40-49",48,70824.1094161105
"30-39",31,28725.5078812857
"40-49",43,92074.6266804305
"40-49",42,23324.0064260856
"20-29",22,21396.0450571795
"30-39",35,107304.6402723
"40-49",43,90596.8049525804
"60-69",65,53654.7426997722
"30-39",31,53468.7055995356
"30-39",31,57603.3833821238
"80-",87,29745.378776415
"40-49",42,91479.1304392058
"20-29",24,38184.8800860952
"20-29",24,28771.808101422
"70-79",78,68245.0863902769
"40-49",41,80410.3335399624
"60-69",60,60543.1050802201
"50-59",51,49055.1901042074
"50-59",52,89843.2077239203
"50-59",53,66547.9099612041
"30-39",31,80351.6321832289
"50-59",58,76913.6143880769
"60-69",60,100171.713815874
"20-29",26,53778.7355994344
"30-39",34,112103.789357809
"20-29",28,119123.174853405
"60-69",66,23571.3440897332
"20-29",27,71076.1689834727
"30-39",36,65743.8051929313
"10-19",18,19941.1826296261
"30-39",39,127645.607244496
"60-69",62,59560.557176725
"50-59",53,67748.6858142226
"30-39",31,91142.3937531285
"50-59",55,76303.1707411588
"20-29",29,90715.6935757102
"60-69",66,56569.4029286817
"60-69",69,66949.5881730392
"70-79",71,54603.2734696991
"50-59",56,80741.1612822644
"30-39",38,65576.6442779463
"30-39",36,42205.2477568576
"30-39",35,88842.053089214
"60-69",61,62153.2806243578
"20-29",21,24387.9269661092
"60-69",60,66588.9650031623
"50-59",52,79453.5837402012
"20-29",21,25880.0889866494
"30-39",36,98045.8845499981
"50-59",50,70457.8058825248
"70-79",74,43394.4394493377
"20-29",23,21044.5066804954
"40-49",41,89636.3131892511
"40-49",42,82380.4844670415
"40-49",45,95739.5357850807
"20-29",26,84286.216870448
"60-69",61,62304.8729933514
"30-39",34,71891.6860169661
"40-49",48,94081.0584836022
"30-39",39,83307.4560666735
"70-79",71,97371.3893984826
"30-39",36,56055.6938274007
"30-39",30,84967.9316205628
"30-39",36,99600.5197211474
"30-39",38,89084.9945930408
"60-69",63,63546.7708650551
"40-49",44,94479.5324192099
"70-79",77,43853.0750491297
"10-19",19,23149.5462627459
"60-69",61,76683.7901404997
"50-59",59,28542.0625844424
"20-29",23,33894.8496691285
"40-49",48,36415.4281744932
"60-69",65,38395.9390681159
"20-29",27,103518.261795341
"20-29",26,58140.9923787128
"40-49",40,63902.9968835446
"80-",80,39633.5845348806
"40-49",40,122260.822803583
"80-",82,63855.0554810341
"40-49",47,128915.422889054
"70-79",76,61535.9931079956
"50-59",52,80425.4836670749
"20-29",27,79359.0125186626
"20-29",22,44635.5716266592
"70-79",78,62564.1133623352
"40-49",46,97198.3772065542
"50-59",58,73250.4280342897
"70-79",72,64940.6008510073
"30-39",39,110633.446484075
"30-39",31,54765.0959561091
"30-39",30,40272.2226172133
"50-59",50,82207.2275650083
"20-29",25,82947.9976092035
"70-79",75,40437.2965016495
"30-39",32,58529.0415764469
"30-39",39,101235.271562592
"40-49",49,91773.2568944592
"40-49",42,65815.4574622439
"30-39",32,115757.786160721
"20-29",21,25157.24672474
"40-49",43,80068.5107581987
"50-59",59,65409.9347379508
"20-29",27,85676.2109488602
"40-49",42,86127.4689686838
"50-59",50,76014.0592302181
"30-39",34,92966.8855331244
"60-69",63,38194.3089385955
"30-39",33,112372.819752385
"30-39",32,110019.690985222
"40-49",48,70022.2817272082
"20-29",26,54044.1426586155
"30-39",38,75747.9754079166
"20-29",24,18211.2600482013
"30-39",39,107594.108380981
"40-49",49,102671.81035862
"20-29",21,32035.7816081616
"20-29",20,35448.5594612625
"40-49",49,65290.6669113174
"20-29",24,26408.3622632584
"40-49",41,9416.24835101259
"30-39",38,92966.3697955442
"20-29",22,30828.6512231539
"20-29",20,47135.6005969757
"50-59",52,57484.450045851
"20-29",21,21895.7096152712
"40-49",47,80561.4997529181
"30-39",39,96986.2414542496
"10-19",19,34297.3395528294
"30-39",37,60809.3929071157
"50-59",51,73334.7073070037
"30-39",30,85525.5629745026
"30-39",37,90542.6690664349
"30-39",38,113577.769354136
"20-29",26,99221.8646756979
"50-59",52,55329.0610208933
"30-39",30,111567.029317989
"30-39",31,102309.385237781
"20-29",27,78532.1580524698
"30-39",37,42624.5580316479
"20-29",26,101903.228919113
"30-39",35,71388.4101858204
"80-",87,55639.5195800473
"20-29",28,88279.8813724918
"50-59",59,63496.3334645366
"50-59",56,37170.5108812122
"40-49",45,61283.5515632823
"40-49",40,68889.5970608692
"50-59",59,66262.6059848376
"80-",80,59497.5419154668
"40-49",40,147640.68385196
"40-49",41,117516.148522892
"30-39",34,63767.1346941432
"20-29",24,26152.9531019753
"30-39",32,51407.4802447564
"30-39",36,92919.1039868521
"30-39",31,125053.187912227
"40-49",43,128046.723645202
"30-39",32,75142.1137449259
"40-49",48,76103.3668615717
"30-39",39,64016.4618605924
"20-29",26,96911.675507038
"60-69",61,101659.990872838
"50-59",59,110165.286108021
"50-59",51,64735.1343996626
"50-59",50,130803.94683868
"30-39",33,52943.3403052953
"40-49",47,72071.9253519042
"20-29",23,20210.7150878456
"40-49",44,105451.052370994
"50-59",51,89442.5844351039
"20-29",23,22215.8993185214
"10-19",18,18302.8419170553
"40-49",48,56203.0733343273
"20-29",29,50503.0747942131
"20-29",24,36038.2023204062
"20-29",26,64831.6366322328
"40-49",44,81890.42135276
"30-39",35,65902.2236101304
"40-49",40,121333.133824285
"50-59",50,44931.4089486332
"70-79",75,40731.0868514755
"20-29",22,26171.7970364772
"30-39",33,136953.621000447
"40-49",45,63820.8913807505
"60-69",69,48162.4478058948
"20-29",28,78114.67902761
"20-29",26,89195.8621308701
"30-39",36,82246.8669345266
"30-39",39,79178.9138430194
"60-69",65,43892.8439942516
"50-59",56,71873.6872948324
"20-29",22,27725.4886545526
"20-29",27,79789.4496993744
"20-29",28,50805.0594732206
"40-49",48,54501.1536349061
"70-79",70,70434.7221038345
"30-39",38,61463.7202347866
"60-69",67,59550.5463875688
"80-",84,43240.1634809381
"20-29",27,82302.2357476392
"80-",85,40078.8430010589
"80-",87,37706.6834916908
"30-39",32,19440.1781161059
"30-39",32,69506.6202169303
"20-29",20,42821.0745462413
"40-49",46,75547.379595021
"40-49",41,122234.562140899
"50-59",52,28012.6404240019
"40-49",44,87500.0894550829
"20-29",24,38361.1947991635
"20-29",21,40226.3989004084
"20-29",22,48020.9598028881
"70-79",74,47666.8827731528
"40-49",47,75780.6946069309
"30-39",38,80959.3094187221
"20-29",27,92346.9318441177
"30-39",33,65704.5116342914
"60-69",64,70680.6297127771
"20-29",27,71912.4406889176
"30-39",38,68491.609185182
"50-59",54,43815.852931448
"40-49",46,120861.475879294
"40-49",40,125338.265708704
"30-39",35,63795.2541764961
"40-49",47,66663.1591760701
"30-39",31,115409.990024337
"30-39",33,78253.4419475929
"40-49",43,85368.5108907695
"20-29",20,28968.4941433265
"30-39",36,120197.157292222
"60-69",63,50577.3545465042
"40-49",46,71506.8763256947
"40-49",49,44357.1824274567
"20-29",23,40065.6360941479
"30-39",34,123445.070399272
"50-59",51,98071.0687876898
"20-29",22,35799.0460555194
"20-29",29,81790.8169564432
"60-69",61,85417.4776495997
"20-29",22,25938.0030593544
"20-29",28,92430.6621977836
"30-39",30,38330.4024605644
"40-49",46,74061.1183102851
"30-39",34,103673.863997447
"20-29",26,101195.321257571
"80-",81,50641.3372126907
"40-49",48,61126.3856871466
"20-29",21,9297.07197573449
"50-59",54,62599.0067602946
"50-59",53,49622.4647977017
"20-29",28,89266.5103954509
"20-29",27,64530.5152644944
"80-",83,51740.922807739
"70-79",70,56052.2325210455
"30-39",33,88986.3714593749
"50-59",56,17534.7201870078
"30-39",34,29511.5510548876
"70-79",78,49693.4708960339
"60-69",64,70074.9058352969
"10-19",19,55923.1504949857
"30-39",38,52542.7364697915
"60-69",61,62736.8922148357
"20-29",28,48404.1992387745
"50-59",56,56055.7259289499
"30-39",34,83721.486304906
"50-59",53,62422.9654894185
"30-39",37,47846.7349519911
"60-69",67,47978.4957916487
"50-59",51,58014.0214565095
"60-69",66,24761.8869667413
"40-49",43,74500.246373736
"30-39",31,72799.9489936113
"30-39",35,75319.5939194377
"80-",87,47772.9517987507
"80-",80,56920.0601282408
"30-39",34,93602.7705818088
"50-59",52,96915.9318114039
"30-39",39,87967.2222487627
"80-",80,43073.6961553007
"60-69",63,90513.7252294395
"40-49",49,53393.8921351566
"40-49",42,87374.0177434546
"30-39",33,72919.769204495
"60-69",69,9795.09685718339
"70-79",78,34859.3956006754
"30-39",39,105287.331736872
"60-69",65,65723.735550116
"40-49",49,53526.7142126998
"50-59",52,99188.0516331483
"40-49",46,59266.4269757342
"20-29",22,28539.2513553022
"20-29",27,67106.0222137978
"20-29",24,16335.1894885291
"30-39",38,75090.4762965139
"30-39",38,56263.5215703272
"40-49",47,50065.4394209131
"30-39",32,65452.1996589999
"40-49",48,85514.3933929943
"30-39",30,119286.500095201
"20-29",21,50508.4101561017
"20-29",21,51603.0645375742
"50-59",56,27700.7236597434
"70-79",72,37037.0877668596
"20-29",22,24145.0411120051
"20-29",29,75807.2567963539
"80-",89,43786.4714000843
"70-79",78,40551.7141218159
"40-49",49,67149.3621387403
"20-29",22,7847.66294416047
"50-59",59,68427.9361364857
"20-29",24,28435.6752902798
"60-69",67,51441.421590647
"40-49",45,74832.9947337464
"30-39",36,103178.684181287
"40-49",46,59274.2495508954
"60-69",60,88934.2113215964
"50-59",50,74197.3787455046
"40-49",46,85718.0940995807
"50-59",51,113625.884181953
"80-",87,48021.7933573625
"10-19",18,7198.65360212491
"30-39",31,86465.690781521
"60-69",69,35799.9825190941
"20-29",20,26960.1524671048
"30-39",38,72684.5727330016
"40-49",48,39700.0462057253
"30-39",33,53015.5740654325
"20-29",23,32694.0334465718
"40-49",42,81723.2923172971
"50-59",51,69317.7789561332
"40-49",43,48780.2398599387
"50-59",59,57319.2613240572
"60-69",66,42037.8289634974
"30-39",30,67922.6927152019
"40-49",46,78058.8858954788
"50-59",57,30114.0038905151
"80-",85,38816.2058776924
"50-59",59,75922.9341012175
"20-29",26,63540.4587213469
"60-69",61,62099.0689464975
"30-39",37,78082.7669751521
"60-69",64,55206.9424414999
"20-29",20,43672.0357366014
"20-29",20,36987.2154108537
"20-29",27,77789.7163188437
"60-69",69,63907.0159284069
"30-39",36,132266.415920509
"60-69",67,43691.3173905888
"30-39",34,93913.1425846634
"30-39",37,103528.051204243
"30-39",33,111547.310646898
"40-49",43,70662.6832428724
"30-39",36,82691.6986074813
"10-19",18,20781.4653370235
"40-49",42,87290.2485274932
"60-69",66,46708.9283422435
"60-69",61,70873.4524654938
"30-39",35,93487.2406083324
"50-59",55,76339.4170696129
"20-29",20,16241.5957300273
"20-29",22,39615.9948387756
"20-29",29,112953.720427548
"20-29",27,94468.4122813275
"20-29",29,115094.440503177
"30-39",36,72252.4630333702
"20-29",28,89173.7076477549
"20-29",21,31528.3497833829
"30-39",33,96639.1343047352
"20-29",24,36959.7472484217
"20-29",22,35047.5039843146
"50-59",56,84595.9959418163
"20-29",28,85653.2175609916
"80-",88,20581.5362958923
"70-79",78,56843.2023396202
"60-69",64,56864.4767344024
"80-",83,56631.0848225185
"30-39",35,74518.4857916764
"10-19",18,37948.8256765491
"40-49",49,67472.4392609694
"20-29",25,69222.3893150827
"20-29",28,99366.2154648597
"20-29",25,57178.4607205813
"30-39",35,109643.285086503
"30-39",39,103243.677303941
"60-69",61,83796.5669029585
"40-49",47,34996.6298994822
"50-59",50,29301.5605831451
"40-49",46,65101.7831833539
"40-49",40,18120.8842454401
"20-29",26,74172.9888800314
"50-59",56,93219.2696650382
"50-59",58,135549.450726216
"20-29",27,85049.8042332298
"40-49",41,90818.9755052725
"30-39",36,75284.3366058712
"30-39",34,75742.3366864985
"80-",83,66085.3880149707
"40-49",44,58281.5054378483
"70-79",71,59507.8050358075
"40-49",47,58272.6915445067
"60-69",63,69559.3057142386
"20-29",29,59537.8217982209
"30-39",39,125067.846843218
"30-39",36,122052.308389768
"10-19",19,40952.6099106245
"50-59",58,78073.9739592314
"30-39",33,96192.6846501986
"50-59",59,69116.6409270486
"60-69",62,56266.2888018047
"60-69",61,85318.5477229314
"80-",80,84300.5601572042
"40-49",45,49854.7449395984
"60-69",67,30454.4820688627
"30-39",39,92465.5201907635
"20-29",21,7309.61820983818
"30-39",33,53283.4745777356
"40-49",42,56608.2600804911
"30-39",30,86665.7478171878
"30-39",37,106715.615821848
"40-49",47,28323.3183336595
"50-59",50,89563.3785099645
"20-29",28,97797.3952481888
"40-49",40,120975.521901302
"20-29",27,65849.3816016324
"60-69",63,101267.8459304
"50-59",52,68716.1287199954
"70-79",70,59892.018101669
"10-19",18,28182.7679278859
"30-39",31,67729.5795854934
"10-19",19,25996.6426693157
"30-39",38,85052.4903402145
"30-39",32,93206.6732003208
"20-29",22,30331.6259342201
"30-39",39,54437.7408772828
"20-29",26,96414.6152595646
"80-",83,51315.0492160239
"70-79",76,57962.0608823905
"50-59",57,118060.749791617
"30-39",38,73513.947168437
"60-69",68,28989.4753174272
"40-49",44,85962.3454061285
"60-69",63,91105.2991494467
"30-39",39,109141.644853044
"20-29",22,21550.0533151365
"50-59",58,92772.0193185575
"20-29",28,96458.805926985
"60-69",64,71390.4273908141
"20-29",28,61718.1376908213
"70-79",74,45782.3941389937
"20-29",28,94681.9377443599
"20-29",25,82106.2877027707
"40-49",46,109990.207191037
"30-39",35,55248.3160213396
"30-39",30,118671.502258263
"10-19",18,45442.578586606
"40-49",42,73787.3507623606
"20-29",27,122737.711054738
"40-49",49,61678.2829014529
"30-39",38,67778.4434082126
"10-19",18,25487.6626444113
"50-59",56,51797.7450762807
"40-49",40,53925.586257427
"50-59",51,74876.7574140403
"20-29",22,25231.2787390106
"30-39",37,60302.3854820473
"50-59",56,52537.3384651979
"50-59",54,78370.7042517538
"40-49",47,81709.1140654314
"70-79",77,25964.1620502038
"70-79",70,50969.902173145
"60-69",67,43285.3558910237
"30-39",38,87574.9602937114
"40-49",42,35040.7243341951
"60-69",61,59090.7549731723
"20-29",22,27722.163929553
"50-59",52,70590.3256831211
"30-39",39,72831.3810204509
"50-59",51,64550.8375195129
"20-29",23,37118.3540925041
"70-79",72,44244.90894474
"30-39",36,29094.6183886448
"30-39",36,92994.0056745365
"50-59",50,57576.0986577188
"40-49",46,54871.7174543388
"20-29",20,28703.3068115499
"30-39",33,54090.692022709
"30-39",37,87305.0653412893
"50-59",59,101578.779128267
"80-",88,58564.5911775711
"30-39",30,54293.6259863452
"30-39",37,69997.4752779577
"60-69",61,68697.7465121042
"30-39",31,78987.4618923035
"20-29",26,82800.0396430238
"20-29",20,23625.1848946344
"60-69",61,48244.1818149971
"70-79",78,43857.4219451813
"40-49",43,100591.573072345
"30-39",30,84568.1099940655
"20-29",24,21300.920328515
"20-29",29,102680.215972592
"30-39",36,122192.946635592
"40-49",42,102346.154402304
"40-49",48,66776.577254691
"30-39",37,149623.064723448
"10-19",18,38387.0381378031
"30-39",35,106651.747455394
"20-29",25,87682.1943174104
"20-29",23,24602.7361437521
"30-39",30,55617.0190880797
"30-39",32,105010.049742267
"50-59",50,67794.1124976916
"20-29",20,38796.2916288769
"20-29",26,35480.3004476723
"60-69",68,60304.1087992101
"20-29",29,138998.37438956
"20-29",27,178676.368483109
"20-29",21,37448.8261319934
"20-29",25,90674.839638245
"50-59",56,73966.8890228623
"30-39",38,88487.4746618755
"50-59",58,74281.8381247551
"40-49",47,80428.3299769412
"30-39",35,56868.0063875996
"60-69",63,84417.3873202104
"50-59",59,48901.5254648091
"30-39",37,96268.5310342952
"50-59",54,67012.8027800333
"40-49",46,78648.5889876143
"60-69",66,48259.5277014377
"20-29",28,95809.6562535799
"60-69",66,61090.7609076463
"30-39",38,82351.7203022952
"70-79",74,76610.8689812786
"30-39",37,95533.7544356111
"50-59",58,78151.9044538756
"20-29",21,28827.58662604
"30-39",34,63002.5992311487
"20-29",26,67105.1506063125
"20-29",27,117395.443376666
"20-29",27,72873.9622738084
"50-59",53,52960.954135318
"30-39",35,64055.6223734509
"70-79",70,52462.5361725926
"30-39",36,117230.018512771
"20-29",21,26976.2063369014
"60-69",63,71552.9920425736
"30-39",38,81177.5516947041
"40-49",40,111703.229857767
"20-29",27,72717.7931128673
"40-49",44,76025.4578588723
"40-49",47,75509.7602937073
"30-39",30,55126.6556007967
"20-29",24,28026.5078095829
"30-39",31,78089.266202544
"30-39",31,42672.3768563453
"20-29",20,39033.6532409969
"50-59",55,70583.6025197169
"30-39",30,98514.5491391613
"60-69",65,54275.6685492299
"30-39",30,102179.927960644
"50-59",52,28109.1853616649
"40-49",48,70891.3296149139
"30-39",30,49067.781912831
"50-59",55,93684.6183734976
"40-49",48,50521.686427248
"50-59",57,86609.0942633989
"40-49",44,86309.661423794
"70-79",79,58598.098007779
"20-29",26,134057.452069514
"30-39",37,86288.2097657387
"50-59",59,41768.8575383703
"20-29",26,103326.702128276
"30-39",35,78711.4760048996
"60-69",68,48363.7828616582
"40-49",49,74720.8712021362
"20-29",20,27848.9755027231
"30-39",32,62200.9277943683
"40-49",46,101544.404766619
"10-19",19,50994.4451559537
"30-39",33,80976.2969360981
"40-49",40,115256.047825418
"20-29",26,99469.7102274439
"20-29",29,105548.742845991
"50-59",54,91558.2440806157
"50-59",51,62190.4153143634
"20-29",21,16356.0401591854
"20-29",29,68685.4332338134
"20-29",27,92396.2205932367
"50-59",59,47411.7462980327
"70-79",77,38443.1251306694
"40-49",40,52014.9646535754
"70-79",73,44070.1709836621
